participant_id,group,cost_level,fairness_group,n_trials,choice_mean,AA_valence_mean,AA_arousal_mean,AC_valence_mean,AC_arousal_mean,EmoFDBK_valence_mean,EmoFDBK_arousal_mean
999060,V3,low,fair,5,0.0,65.0,16.0,72.0,10.0,7.0,-6.0
999060,V3,low,unfair,25,1.0,-28.8,37.4,18.2,46.2,47.0,8.8
999061,V3,high,fair,5,0.0,50.0,16.0,60.0,9.0,10.0,-7.0
999061,V3,high,unfair,25,1.0,-28.0,38.2,14.8,49.6,42.8,11.4
999061,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999061,V3,low,unfair,25,1.0,-23.0,33.8,13.4,45.8,36.4,12.0
999062,V3,high,fair,5,0.0,55.0,10.0,63.0,6.0,8.0,-4.0
999062,V3,high,unfair,25,1.0,-23.0,35.2,14.6,47.0,37.6,11.8
999062,V3,low,fair,5,0.0,72.0,12.0,77.0,8.0,5.0,-4.0
999062,V3,low,unfair,25,1.0,-19.6,31.0,17.2,41.4,36.8,10.4
999063,V3,high,fair,5,0.0,71.0,10.0,74.0,8.0,3.0,-2.0
999063,V3,high,unfair,25,1.0,-26.8,37.2,14.8,49.6,41.6,12.4
999063,V3,low,fair,5,0.0,77.0,14.0,80.0,11.0,3.0,-3.0
999063,V3,low,unfair,25,1.0,-22.4,33.4,17.6,44.0,40.0,10.6
999064,V3,high,fair,5,0.0,58.0,12.0,67.0,6.0,9.0,-6.0
999064,V3,high,unfair,25,1.0,-27.2,39.0,16.0,49.4,43.2,10.4
999064,V3,low,fair,5,0.0,61.0,10.0,67.0,6.0,6.0,-4.0
999064,V3,low,unfair,25,1.0,-22.8,32.6,15.4,43.0,38.2,10.4
999065,V3,high,fair,5,0.0,61.0,10.0,69.0,5.0,8.0,-5.0
999065,V3,high,unfair,25,1.0,-24.4,38.2,13.6,45.6,38.0,7.4
999065,V3,low,fair,5,0.0,61.0,12.0,69.0,7.0,8.0,-5.0
999065,V3,low,unfair,25,1.0,-19.8,32.8,13.6,42.0,33.4,9.2
999066,V3,high,fair,5,0.0,66.0,10.0,72.0,6.0,6.0,-4.0
999066,V3,high,unfair,25,1.0,-28.2,42.8,17.2,48.4,45.4,5.6
999066,V3,low,fair,5,0.0,68.0,16.0,75.0,9.0,7.0,-7.0
999066,V3,low,unfair,25,1.0,-22.8,33.4,16.6,42.8,39.4,9.4
999067,V3,high,fair,5,0.0,50.0,10.0,52.0,9.0,2.0,-1.0
999067,V3,high,unfair,25,1.0,-27.0,38.8,15.2,49.4,42.2,10.6
999067,V3,low,fair,5,0.0,50.0,12.0,58.0,7.0,8.0,-5.0
999067,V3,low,unfair,25,1.0,-22.8,33.8,14.8,41.6,37.6,7.8
999068,V3,high,fair,5,0.0,50.0,10.0,56.0,7.0,6.0,-3.0
999068,V3,high,unfair,25,0.92,-22.4,33.4,13.6,44.0,36.0,10.6
999068,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999068,V3,low,unfair,25,0.96,-21.2,31.8,14.4,41.0,35.6,9.2
999069,V3,high,fair,5,0.0,67.0,10.0,74.0,5.0,7.0,-5.0
999069,V3,high,unfair,25,0.96,-22.2,33.2,14.4,42.2,36.6,9.0
999069,V3,low,fair,5,0.0,72.0,10.0,77.0,6.0,5.0,-4.0
999069,V3,low,unfair,25,1.0,-17.8,29.0,15.8,39.6,33.6,10.6
999070,V3,high,fair,5,0.0,65.0,12.0,72.0,7.0,7.0,-5.0
999070,V3,high,unfair,25,0.96,-21.8,34.4,14.0,45.2,35.8,10.8
999070,V3,low,fair,5,0.0,62.0,10.0,70.0,5.0,8.0,-5.0
999070,V3,low,unfair,25,0.92,-17.8,31.6,13.4,38.6,31.2,7.0
999071,V3,high,fair,5,0.0,72.0,20.0,76.0,16.0,4.0,-4.0
999071,V3,high,unfair,25,1.0,-26.0,37.4,15.0,48.4,41.0,11.0
999071,V3,low,fair,5,0.0,62.0,12.0,68.0,8.0,6.0,-4.0
999071,V3,low,unfair,25,1.0,-20.2,34.6,15.8,42.8,36.0,8.2
999072,V3,high,fair,5,0.0,56.0,12.0,63.0,7.0,7.0,-5.0
999072,V3,high,unfair,25,1.0,-27.2,38.6,14.8,48.8,42.0,10.2
999072,V3,low,fair,5,0.0,77.0,14.0,81.0,9.0,4.0,-5.0
999072,V3,low,unfair,25,1.0,-23.6,35.4,14.2,44.0,37.8,8.6
999073,V3,high,fair,5,0.0,50.0,12.0,56.0,8.0,6.0,-4.0
999073,V3,high,unfair,25,0.96,-23.8,34.6,12.8,47.0,36.6,12.4
999073,V3,low,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999073,V3,low,unfair,25,1.0,-18.4,32.6,12.8,40.8,31.2,8.2
999074,V3,high,fair,5,0.0,72.0,14.0,78.0,9.0,6.0,-5.0
999074,V3,high,unfair,25,1.0,-23.6,34.2,14.2,47.6,37.8,13.4
999074,V3,low,fair,5,0.0,78.0,12.0,83.0,7.0,5.0,-5.0
999074,V3,low,unfair,25,0.96,-17.8,31.4,15.2,40.8,33.0,9.4
999075,V3,high,fair,5,0.0,73.0,14.0,79.0,9.0,6.0,-5.0
999075,V3,high,unfair,25,1.0,-22.8,34.6,14.0,47.2,36.8,12.6
999075,V3,low,fair,5,0.0,72.0,12.0,78.0,6.0,6.0,-6.0
999075,V3,low,unfair,25,1.0,-18.2,31.2,15.4,40.8,33.6,9.6
999076,V3,high,fair,5,0.0,55.0,12.0,64.0,6.0,9.0,-6.0
999076,V3,high,unfair,25,0.96,-21.2,33.6,12.6,45.8,33.8,12.2
999076,V3,low,fair,5,0.0,71.0,10.0,76.0,6.0,5.0,-4.0
999076,V3,low,unfair,25,0.88,-16.6,29.8,13.6,36.2,30.2,6.4
999077,V3,high,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999077,V3,high,unfair,25,1.0,-25.6,35.4,16.0,46.4,41.6,11.0
999077,V3,low,fair,5,0.0,62.0,10.0,70.0,5.0,8.0,-5.0
999077,V3,low,unfair,25,1.0,-21.4,31.0,16.2,42.0,37.6,11.0
999078,V3,high,fair,5,0.0,55.0,10.0,63.0,6.0,8.0,-4.0
999078,V3,high,unfair,25,1.0,-23.4,34.0,14.0,48.0,37.4,14.0
999078,V3,low,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999078,V3,low,unfair,25,1.0,-19.6,33.0,14.6,42.2,34.2,9.2
999079,V3,high,fair,5,0.0,61.0,16.0,69.0,10.0,8.0,-6.0
999079,V3,high,unfair,25,1.0,-25.2,39.4,14.0,49.2,39.2,9.8
999079,V3,low,fair,5,0.0,61.0,14.0,69.0,8.0,8.0,-6.0
999079,V3,low,unfair,25,1.0,-22.2,34.8,13.8,44.8,36.0,10.0
999080,V3,high,fair,5,0.0,62.0,10.0,70.0,5.0,8.0,-5.0
999080,V3,high,unfair,25,1.0,-23.6,35.6,13.4,48.6,37.0,13.0
999080,V3,low,fair,5,0.0,60.0,10.0,63.0,8.0,3.0,-2.0
999080,V3,low,unfair,25,1.0,-20.6,32.8,15.0,44.2,35.6,11.4
999081,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999081,V3,high,unfair,25,1.0,-23.2,35.2,14.0,47.2,37.2,12.0
999081,V3,low,fair,5,0.0,56.0,10.0,59.0,8.0,3.0,-2.0
999081,V3,low,unfair,25,0.92,-19.8,28.8,13.4,38.2,33.2,9.4
999082,V3,high,fair,5,0.0,50.0,12.0,60.0,6.0,10.0,-6.0
999082,V3,high,unfair,25,1.0,-28.0,39.8,14.0,49.4,42.0,9.6
999082,V3,low,fair,5,0.0,55.0,12.0,62.0,6.0,7.0,-6.0
999082,V3,low,unfair,25,1.0,-24.4,34.2,13.6,45.0,38.0,10.8
999083,V3,high,fair,5,0.0,59.0,10.0,67.0,5.0,8.0,-5.0
999083,V3,high,unfair,25,1.0,-32.2,48.2,16.8,51.6,49.0,3.4
999083,V3,low,fair,5,0.0,56.0,12.0,65.0,6.0,9.0,-6.0
999083,V3,low,unfair,25,1.0,-23.2,38.6,14.2,45.4,37.4,6.8
999084,V3,high,fair,5,0.0,50.0,12.0,60.0,6.0,10.0,-6.0
999084,V3,high,unfair,25,1.0,-25.8,38.4,14.8,47.4,40.6,9.0
999084,V3,low,fair,5,0.0,64.0,14.0,71.0,9.0,7.0,-5.0
999084,V3,low,unfair,25,1.0,-23.6,35.4,15.4,42.8,39.0,7.4
999085,V3,high,fair,5,0.0,55.0,12.0,60.0,9.0,5.0,-3.0
999085,V3,high,unfair,25,1.0,-22.0,36.8,13.2,46.0,35.2,9.2
999085,V3,low,fair,5,0.0,73.0,18.0,79.0,11.0,6.0,-7.0
999085,V3,low,unfair,25,1.0,-18.8,31.2,13.0,40.8,31.8,9.6
999086,V3,high,fair,5,0.0,50.0,10.0,56.0,7.0,6.0,-3.0
999086,V3,high,unfair,25,1.0,-26.4,36.2,14.4,49.6,40.8,13.4
999086,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999086,V3,low,unfair,25,1.0,-22.0,33.2,14.8,44.4,36.8,11.2
999087,V3,high,fair,5,0.0,52.0,12.0,61.0,7.0,9.0,-5.0
999087,V3,high,unfair,25,1.0,-28.4,42.0,15.8,48.4,44.2,6.4
999087,V3,low,fair,5,0.0,67.0,12.0,74.0,7.0,7.0,-5.0
999087,V3,low,unfair,25,1.0,-23.4,36.8,15.0,45.2,38.4,8.4
999088,V3,high,fair,5,0.0,50.0,14.0,58.0,8.0,8.0,-6.0
999088,V3,high,unfair,25,1.0,-26.0,39.4,13.2,48.6,39.2,9.2
999088,V3,low,fair,5,0.0,54.0,10.0,62.0,6.0,8.0,-4.0
999088,V3,low,unfair,25,1.0,-24.2,36.4,16.0,45.8,40.2,9.4
999089,V3,high,fair,5,0.0,63.0,12.0,71.0,6.0,8.0,-6.0
999089,V3,high,unfair,25,1.0,-23.0,33.4,16.6,46.6,39.6,13.2
999089,V3,low,fair,5,0.0,71.0,10.0,77.0,5.0,6.0,-5.0
999089,V3,low,unfair,25,1.0,-18.4,30.6,18.2,41.2,36.6,10.6
999090,V3,high,fair,5,0.0,75.0,16.0,80.0,11.0,5.0,-5.0
999090,V3,high,unfair,25,1.0,-26.6,43.8,14.2,50.2,40.8,6.4
999090,V3,low,fair,5,0.0,66.0,14.0,72.0,10.0,6.0,-4.0
999090,V3,low,unfair,25,1.0,-23.0,36.4,14.0,45.6,37.0,9.2
999091,V3,high,fair,5,0.0,61.0,12.0,68.0,8.0,7.0,-4.0
999091,V3,high,unfair,25,1.0,-35.0,50.6,19.0,51.6,54.0,1.0
999091,V3,low,fair,5,0.0,61.0,14.0,69.0,8.0,8.0,-6.0
999091,V3,low,unfair,25,1.0,-27.8,41.52,18.4,48.28,46.2,6.76
999092,V3,high,fair,5,0.0,55.0,12.0,63.0,7.0,8.0,-5.0
999092,V3,high,unfair,25,1.0,-23.6,37.2,14.4,47.6,38.0,10.4
999092,V3,low,fair,5,0.0,67.0,10.0,74.0,5.0,7.0,-5.0
999092,V3,low,unfair,25,1.0,-21.8,33.0,16.0,43.0,37.8,10.0
999093,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999093,V3,high,unfair,25,1.0,-32.8,48.6,16.4,50.0,49.2,1.4
999093,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999093,V3,low,unfair,25,1.0,-26.4,36.6,15.0,47.2,41.4,10.6
999094,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999094,V3,high,unfair,25,0.92,-21.8,33.2,14.4,44.2,36.2,11.0
999094,V3,low,fair,5,0.0,55.0,12.0,64.0,7.0,9.0,-5.0
999094,V3,low,unfair,25,0.96,-18.2,29.6,14.6,38.8,32.8,9.2
999095,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999095,V3,high,unfair,25,0.92,-17.8,32.2,11.6,43.2,29.4,11.0
999095,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999095,V3,low,unfair,25,0.92,-16.6,28.0,12.4,35.6,29.0,7.6
999096,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999096,V3,high,unfair,25,1.0,-31.4,42.6,17.6,48.8,49.0,6.2
999096,V3,low,fair,5,0.0,66.0,10.0,73.0,5.0,7.0,-5.0
999096,V3,low,unfair,25,1.0,-24.8,35.2,17.8,44.6,42.6,9.4
999097,V3,high,fair,5,0.0,65.0,12.0,71.0,8.0,6.0,-4.0
999097,V3,high,unfair,25,1.0,-28.0,39.2,15.4,47.2,43.4,8.0
999097,V3,low,fair,5,0.0,60.0,12.0,67.0,7.0,7.0,-5.0
999097,V3,low,unfair,25,1.0,-22.8,34.0,15.8,44.0,38.6,10.0
999098,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999098,V3,high,unfair,25,1.0,-29.0,40.4,15.2,49.2,44.2,8.8
999098,V3,low,fair,5,0.0,55.0,10.0,59.0,8.0,4.0,-2.0
999098,V3,low,unfair,25,1.0,-25.0,35.8,14.8,43.8,39.8,8.0
999099,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999099,V3,high,unfair,25,1.0,-35.6,52.6,18.4,50.4,54.0,-2.2
999099,V3,low,fair,5,0.0,56.0,10.0,64.0,6.0,8.0,-4.0
999099,V3,low,unfair,25,1.0,-30.0,41.6,19.2,45.8,49.2,4.2
999100,V3,high,fair,5,0.0,72.0,14.0,76.0,10.0,4.0,-4.0
999100,V3,high,unfair,25,0.96,-22.0,34.6,13.0,45.6,35.0,11.0
999100,V3,low,fair,5,0.0,77.0,10.0,82.0,5.0,5.0,-5.0
999100,V3,low,unfair,25,1.0,-18.0,32.6,14.8,41.8,32.8,9.2
999101,V3,high,fair,5,0.0,50.0,12.0,58.0,7.0,8.0,-5.0
999101,V3,high,unfair,25,1.0,-29.0,39.0,16.0,49.0,45.0,10.0
999101,V3,low,fair,5,0.0,56.0,10.0,65.0,5.0,9.0,-5.0
999101,V3,low,unfair,25,1.0,-22.0,33.4,16.6,44.8,38.6,11.4
999102,V3,high,fair,5,0.0,62.0,14.0,68.0,9.0,6.0,-5.0
999102,V3,high,unfair,25,1.0,-28.2,39.6,14.4,50.4,42.6,10.8
999102,V3,low,fair,5,0.0,62.0,10.0,70.0,5.0,8.0,-5.0
999102,V3,low,unfair,25,1.0,-22.8,34.2,16.2,44.4,39.0,10.2
999103,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999103,V3,high,unfair,25,1.0,-25.0,37.0,13.4,49.8,38.4,12.8
999103,V3,low,fair,5,0.0,50.0,12.0,58.0,7.0,8.0,-5.0
999103,V3,low,unfair,25,1.0,-20.8,33.4,13.8,43.4,34.6,10.0
999104,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999104,V3,high,unfair,25,1.0,-33.4,45.6,17.2,53.2,50.6,7.6
999104,V3,low,fair,5,0.0,55.0,14.0,63.0,8.0,8.0,-6.0
999104,V3,low,unfair,25,1.0,-30.0,38.8,15.4,46.0,45.4,7.2
999105,V3,high,fair,5,0.0,66.0,12.0,73.0,7.0,7.0,-5.0
999105,V3,high,unfair,25,1.0,-26.8,41.6,14.2,50.4,41.0,8.8
999105,V3,low,fair,5,0.0,74.0,16.0,80.0,10.0,6.0,-6.0
999105,V3,low,unfair,25,1.0,-22.8,34.2,15.8,44.8,38.6,10.6
999106,V3,high,fair,5,0.0,67.0,12.0,73.0,8.0,6.0,-4.0
999106,V3,high,unfair,25,1.0,-23.6,35.6,14.8,47.6,38.4,12.0
999106,V3,low,fair,5,0.0,74.0,12.0,80.0,7.0,6.0,-5.0
999106,V3,low,unfair,25,1.0,-19.2,32.2,15.0,41.4,34.2,9.2
999107,V3,high,fair,5,0.0,59.0,14.0,67.0,8.0,8.0,-6.0
999107,V3,high,unfair,25,1.0,-23.4,34.4,14.2,46.6,37.6,12.2
999107,V3,low,fair,5,0.0,67.0,10.0,72.0,6.0,5.0,-4.0
999107,V3,low,unfair,25,1.0,-20.2,32.8,16.8,41.4,37.0,8.6
999108,V3,high,fair,5,0.0,71.0,12.0,75.0,8.0,4.0,-4.0
999108,V3,high,unfair,25,1.0,-23.0,35.8,13.2,45.4,36.2,9.6
999108,V3,low,fair,5,0.0,78.0,10.0,82.0,6.0,4.0,-4.0
999108,V3,low,unfair,25,1.0,-18.4,31.6,13.6,40.0,32.0,8.4
999109,V3,high,fair,5,0.0,55.0,10.0,63.0,6.0,8.0,-4.0
999109,V3,high,unfair,25,0.92,-22.8,33.6,13.4,44.2,36.2,10.6
999109,V3,low,fair,5,0.0,56.0,10.0,65.0,5.0,9.0,-5.0
999109,V3,low,unfair,25,1.0,-17.8,31.6,14.4,41.2,32.2,9.6
999110,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999110,V3,high,unfair,25,0.96,-21.8,33.6,13.2,45.0,35.0,11.4
999110,V3,low,fair,5,0.0,62.0,12.0,66.0,8.0,4.0,-4.0
999110,V3,low,unfair,25,0.92,-18.8,30.8,14.4,37.0,33.2,6.2
999111,V3,high,fair,5,0.0,55.0,10.0,63.0,6.0,8.0,-4.0
999111,V3,high,unfair,25,1.0,-24.0,35.6,13.2,45.4,37.2,9.8
999111,V3,low,fair,5,0.0,67.0,10.0,73.0,6.0,6.0,-4.0
999111,V3,low,unfair,25,1.0,-23.2,33.6,17.4,45.0,40.6,11.4
999112,V3,high,fair,5,0.0,50.0,10.0,57.0,6.0,7.0,-4.0
999112,V3,high,unfair,25,1.0,-24.6,34.8,13.0,49.6,37.6,14.8
999112,V3,low,fair,5,0.0,62.0,10.0,69.0,6.0,7.0,-4.0
999112,V3,low,unfair,25,0.96,-21.6,32.4,13.2,42.6,34.8,10.2
999113,V3,high,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999113,V3,high,unfair,25,0.92,-21.2,34.0,13.0,43.6,34.2,9.6
999113,V3,low,fair,5,0.0,62.0,14.0,70.0,9.0,8.0,-5.0
999113,V3,low,unfair,25,0.92,-18.0,31.0,13.0,37.8,31.0,6.8
999114,V3,high,fair,5,0.0,60.0,10.0,66.0,6.0,6.0,-4.0
999114,V3,high,unfair,25,1.0,-24.8,35.2,16.6,48.2,41.4,13.0
999114,V3,low,fair,5,0.0,72.0,12.0,78.0,7.0,6.0,-5.0
999114,V3,low,unfair,25,1.0,-18.6,31.0,17.4,42.2,36.0,11.2
999115,V3,high,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999115,V3,high,unfair,25,1.0,-25.6,41.6,13.8,46.6,39.4,5.0
999115,V3,low,fair,5,0.0,62.0,12.0,70.0,7.0,8.0,-5.0
999115,V3,low,unfair,25,1.0,-23.2,34.6,14.4,46.0,37.6,11.4
999116,V3,high,fair,5,0.0,52.0,12.0,59.0,8.0,7.0,-4.0
999116,V3,high,unfair,25,1.0,-27.0,37.0,13.2,49.6,40.2,12.6
999116,V3,low,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999116,V3,low,unfair,25,1.0,-24.2,33.6,14.6,43.8,38.8,10.2
999117,V3,high,fair,5,0.0,79.0,14.0,84.0,9.0,5.0,-5.0
999117,V3,high,unfair,25,1.0,-21.6,34.8,12.4,46.4,34.0,11.6
999117,V3,low,fair,5,0.0,73.0,10.0,79.0,5.0,6.0,-5.0
999117,V3,low,unfair,25,1.0,-17.2,29.8,15.4,39.6,32.6,9.8
999118,V3,high,fair,5,0.0,50.0,12.0,60.0,6.0,10.0,-6.0
999118,V3,high,unfair,25,1.0,-25.0,40.8,12.8,50.0,37.8,9.2
999118,V3,low,fair,5,0.0,60.0,12.0,66.0,8.0,6.0,-4.0
999118,V3,low,unfair,25,1.0,-20.6,34.2,13.0,46.2,33.6,12.0
999119,V3,high,fair,5,0.0,60.0,10.0,63.0,8.0,3.0,-2.0
999119,V3,high,unfair,25,1.0,-22.6,34.8,14.6,46.0,37.2,11.2
999119,V3,low,fair,5,0.0,66.0,12.0,73.0,7.0,7.0,-5.0
999119,V3,low,unfair,25,1.0,-18.2,30.8,13.0,40.2,31.2,9.4
999120,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999120,V3,high,unfair,25,1.0,-33.8,47.8,17.0,55.2,50.8,7.4
999120,V3,low,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999120,V3,low,unfair,25,1.0,-25.8,38.8,15.2,44.8,41.0,6.0
999121,V3,high,fair,5,0.0,66.0,16.0,72.0,10.0,6.0,-6.0
999121,V3,high,unfair,25,1.0,-23.4,35.4,13.8,47.2,37.2,11.8
999121,V3,low,fair,5,0.0,67.0,12.0,74.0,7.0,7.0,-5.0
999121,V3,low,unfair,25,0.96,-18.2,33.0,14.6,40.8,32.8,7.8
999122,V3,high,fair,5,0.0,55.0,10.0,58.0,8.0,3.0,-2.0
999122,V3,high,unfair,25,0.88,-19.0,33.2,12.0,42.0,31.0,8.8
999122,V3,low,fair,5,0.0,56.0,10.0,63.0,6.0,7.0,-4.0
999122,V3,low,unfair,25,0.84,-16.6,28.8,12.8,35.0,29.4,6.2
999123,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999123,V3,high,unfair,25,1.0,-25.2,34.2,15.4,47.6,40.6,13.4
999123,V3,low,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999123,V3,low,unfair,25,1.0,-18.8,32.6,15.0,43.4,33.8,10.8
999124,V3,high,fair,5,0.0,60.0,14.0,65.0,10.0,5.0,-4.0
999124,V3,high,unfair,25,1.0,-23.8,38.2,13.2,48.4,37.0,10.2
999124,V3,low,fair,5,0.0,66.0,12.0,73.0,7.0,7.0,-5.0
999124,V3,low,unfair,25,1.0,-20.8,33.2,14.6,42.4,35.4,9.2
999125,V3,high,fair,5,0.0,61.0,12.0,66.0,9.0,5.0,-3.0
999125,V3,high,unfair,25,1.0,-22.2,34.4,13.4,47.4,35.6,13.0
999125,V3,low,fair,5,0.0,74.0,18.0,78.0,13.0,4.0,-5.0
999125,V3,low,unfair,25,1.0,-17.4,31.0,15.8,40.0,33.2,9.0
999126,V3,high,fair,5,0.0,61.0,14.0,69.0,7.0,8.0,-7.0
999126,V3,high,unfair,25,1.0,-26.8,41.8,14.6,50.4,41.4,8.6
999126,V3,low,fair,5,0.0,56.0,10.0,63.0,6.0,7.0,-4.0
999126,V3,low,unfair,25,1.0,-20.8,34.0,15.2,42.4,36.0,8.4
999127,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999127,V3,high,unfair,25,1.0,-25.2,38.6,15.2,48.6,40.4,10.0
999127,V3,low,fair,5,0.0,59.0,14.0,66.0,9.0,7.0,-5.0
999127,V3,low,unfair,25,1.0,-22.6,34.4,13.8,42.6,36.4,8.2
999128,V3,high,fair,5,0.0,54.0,16.0,61.0,9.0,7.0,-7.0
999128,V3,high,unfair,25,1.0,-35.2,53.4,19.8,51.2,55.0,-2.2
999128,V3,low,fair,5,0.0,50.0,12.0,60.0,6.0,10.0,-6.0
999128,V3,low,unfair,25,1.0,-28.4,41.6,15.8,46.8,44.2,5.2
999129,V3,high,fair,5,0.0,66.0,16.0,73.0,9.0,7.0,-7.0
999129,V3,high,unfair,25,1.0,-24.2,38.4,14.4,46.4,38.6,8.0
999129,V3,low,fair,5,0.0,68.0,16.0,75.0,10.0,7.0,-6.0
999129,V3,low,unfair,25,1.0,-21.2,33.0,15.4,41.0,36.6,8.0
999130,V3,high,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999130,V3,high,unfair,25,1.0,-22.4,33.8,14.6,45.4,37.0,11.6
999130,V3,low,fair,5,0.0,74.0,16.0,80.0,10.0,6.0,-6.0
999130,V3,low,unfair,25,1.0,-18.0,31.8,16.8,41.0,34.8,9.2
999131,V3,high,fair,5,0.0,55.0,10.0,64.0,5.0,9.0,-5.0
999131,V3,high,unfair,25,1.0,-23.0,34.4,14.8,47.2,37.8,12.8
999131,V3,low,fair,5,0.0,55.0,12.0,64.0,7.0,9.0,-5.0
999131,V3,low,unfair,25,1.0,-18.4,32.4,14.4,42.6,32.8,10.2
999132,V3,high,fair,5,0.0,61.0,10.0,69.0,5.0,8.0,-5.0
999132,V3,high,unfair,25,1.0,-26.4,35.6,15.0,47.6,41.4,12.0
999132,V3,low,fair,5,0.0,68.0,10.0,74.0,6.0,6.0,-4.0
999132,V3,low,unfair,25,1.0,-20.2,32.8,14.0,43.6,34.2,10.8
999133,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999133,V3,high,unfair,25,1.0,-24.0,38.0,13.4,48.0,37.4,10.0
999133,V3,low,fair,5,0.0,56.0,16.0,63.0,10.0,7.0,-6.0
999133,V3,low,unfair,25,1.0,-20.4,33.0,15.8,42.6,36.2,9.6
999134,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999134,V3,high,unfair,25,1.0,-33.2,48.0,17.0,52.8,50.2,4.8
999134,V3,low,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999134,V3,low,unfair,25,1.0,-24.2,37.6,14.0,49.2,38.2,11.6
999135,V3,high,fair,5,0.0,65.0,16.0,72.0,11.0,7.0,-5.0
999135,V3,high,unfair,25,1.0,-38.2,51.4,20.4,55.2,58.6,3.8
999135,V3,low,fair,5,0.0,55.0,14.0,64.0,8.0,9.0,-6.0
999135,V3,low,unfair,25,1.0,-30.4,42.0,16.6,49.6,47.0,7.6
999136,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999136,V3,high,unfair,25,1.0,-29.4,37.8,16.6,51.8,46.0,14.0
999136,V3,low,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999136,V3,low,unfair,25,1.0,-23.6,33.6,14.4,45.4,38.0,11.8
999137,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999137,V3,high,unfair,25,1.0,-22.4,35.0,13.4,47.2,35.8,12.2
999137,V3,low,fair,5,0.0,65.0,10.0,68.0,8.0,3.0,-2.0
999137,V3,low,unfair,25,0.96,-17.8,31.4,13.6,40.4,31.4,9.0
999138,V3,high,fair,5,0.0,50.0,10.0,58.0,6.0,8.0,-4.0
999138,V3,high,unfair,25,1.0,-25.8,36.2,15.8,49.8,41.6,13.6
999138,V3,low,fair,5,0.0,61.0,10.0,66.0,7.0,5.0,-3.0
999138,V3,low,unfair,25,1.0,-21.0,31.8,14.8,43.8,35.8,12.0
999139,V3,high,fair,5,0.0,59.0,10.0,64.0,7.0,5.0,-3.0
999139,V3,high,unfair,25,1.0,-25.0,40.6,14.6,49.6,39.6,9.0
999139,V3,low,fair,5,0.0,56.0,10.0,65.0,5.0,9.0,-5.0
999139,V3,low,unfair,25,1.0,-22.0,34.6,13.4,43.2,35.4,8.6
999140,V3,high,fair,5,0.0,50.0,10.0,60.0,5.0,10.0,-5.0
999140,V3,high,unfair,25,1.0,-30.4,44.8,15.2,52.0,45.6,7.2
999140,V3,low,fair,5,0.0,50.0,12.0,58.0,7.0,8.0,-5.0
999140,V3,low,unfair,25,1.0,-24.2,35.4,14.6,47.2,38.8,11.8
999141,V3,high,fair,5,0.0,58.0,12.0,66.0,7.0,8.0,-5.0
999141,V3,high,unfair,25,1.0,-31.2,46.6,17.2,51.4,48.4,4.8
999141,V3,low,fair,5,0.0,50.0,12.0,60.0,6.0,10.0,-6.0
999141,V3,low,unfair,25,1.0,-25.2,37.4,16.6,45.4,41.8,8.0
157,R1,high,fair,5,0.2,35.0,-2.0,26.0,-18.6,-9.0,-16.6
